sgRNA	gene	9606.sample	CRISPR_C6596666.sample
HAUS1_CCDS11928.1_ex2_18:43698269-43698292:-_5-5	HAUS1	48	320
NR0B2_CCDS291.1_ex1_1:27240121-27240144:+_5-2	NR0B2	275	327
LAMTOR5_CCDS824.1_ex3_1:110950246-110950269:-_5-2	LAMTOR5	570	637
AREG_CCDS3565.1_ex1_4:75312450-75312473:+_5-4	AREG	159	124
GPR65_CCDS9879.1_ex0_14:88477440-88477463:-_5-3	GPR65	686	634
sgMCRS1_9	MCRS1_LS	60	463
USP29_CCDS33124.1_ex0_19:57641012-57641035:-_5-4	USP29	175	102
SDF2_CCDS11238.1_ex1_17:26982321-26982344:+_5-1	SDF2	443	391
UNG_CCDS9124.1_ex1_12:109536340-109536363:+_5-2	UNG	1224	870
GPC4_CCDS14637.1_ex6_X:132458212-132458235:-_5-2	GPC4	614	644
NTNG1_CCDS30785.1_ex1_1:107867150-107867173:+_5-4	NTNG1	362	340
OTUD7A_CCDS10026.1_ex4_15:31795919-31795942:+_5-4	OTUD7A	376	440
NSMCE4A_CCDS7624.1_ex8_10:123733517-123733540:-_5-4	NSMCE4A	43	61
CENPE_CCDS34042.1_ex34_4:104097115-104097138:-_5-4	CENPE	60	199
NME6_CCDS2763.1_ex1_3:48336602-48336625:+_5-1	NME6	158	296
sgCAMK1D_9	CAMK1D_LS	706	432
sgPRDM8_10	PRDM8_LS	719	442
CTNNBIP1_CCDS106.1_ex2_1:9932033-9932056:-_4-4	CTNNBIP1	511	575
ZNF106_CCDS32208.1_ex16_15:42740557-42740580:-_5-2	ZNF106	656	542
PREPL_CCDS33190.1_ex9_2:44569613-44569636:+_5-3	PREPL	356	387
SYNE4_CCDS42553.1_ex6_19:36499137-36499160:+_5-4	SYNE4	659	619
CIR1_CCDS2256.1_ex2_2:175216432-175216455:-_5-3	CIR1	425	548
DIAPH1_CCDS43373.1_ex21_5:140961926-140961949:-_5-5	DIAPH1	198	280
CLDN16_CCDS3296.1_ex1_3:190120207-190120230:-_5-5	CLDN16	617	567
NDUFB11_CCDS14273.1_ex2_X:47003940-47003963:+_5-4	NDUFB11	352	509
ZNF134_CCDS42638.1_ex1_19:58131877-58131900:-_5-5	ZNF134	562	347
RTDR1_CCDS13803.1_ex4_22:23481025-23481048:-_5-3	RTDR1	666	614
SAAL1_CCDS31439.1_ex5_11:18110972-18110995:-_5-1	SAAL1	183	219
KLHL29_CCDS54335.1_ex1_2:23862078-23862101:+_5-2	KLHL29	195	244
MTUS2_CCDS41874.1_ex2_13:30054282-30054305:-_10-7	MTUS2	679	690
UQCRC2_CCDS10601.1_ex2_16:21968858-21968881:-_5-2	UQCRC2	249	439
BAG2_CCDS4961.1_ex2_6:57048606-57048629:-_5-2	BAG2	164	151
PLOD3_CCDS5715.1_ex12_7:100856434-100856457:-_5-3	PLOD3	294	607
HYDIN_CCDS10897.1_ex12_16:71171160-71171183:+_5-3	HYDIN	230	309
DLX5_CCDS5647.1_ex2_7:96653690-96653713:-_5-3	DLX5	269	522
SALL3_CCDS12013.1_ex1_18:76753430-76753453:-_5-2	SALL3	1213	708
TRIM64B_CCDS53693.1_ex3_11:89607374-89607397:-_5-1	TRIM64B	220	424
PARD3B_CCDS42804.1_ex8_2:205989152-205989175:+_5-4	PARD3B	617	463
CD3G_CCDS8395.1_ex2_11:118220617-118220640:-_5-5	CD3G	623	520
PPIL1_CCDS4826.1_ex2_6:36839555-36839578:-_5-4	PPIL1	174	259
CD28_CCDS2361.1_ex1_2:204591453-204591476:+_9-3	CD28	584	394
TEX38_CCDS57999.1_ex1_1:47138598-47138621:+_5-2	TEX38	638	430
ARSA_CCDS14100.2_ex5_22:51065374-51065397:-_5-3	ARSA	650	545
SLC28A3_CCDS6670.1_ex8_9:86907634-86907657:-_5-1	SLC28A3	191	257
SMARCA5_CCDS3761.1_ex4_4:144446630-144446653:+_5-2	SMARCA5	81	323
AMOT_CCDS14563.1_ex8_X:112054584-112054607:+_5-5	AMOT	384	499
TTC27_CCDS33176.1_ex3_2:32865398-32865421:-_5-1	TTC27	121	428
POMGNT1_CCDS531.1_ex20_1:46663369-46663392:+_5-5	POMGNT1	246	440
C1orf192_CCDS30921.1_ex2_1:161335975-161335998:+_5-4	C1orf192	167	125
EIF4E3_CCDS33786.1_ex1_3:71739254-71739277:-_8-2	EIF4E3	0	0
sgTNRC18_7	TNRC18_LS	482	519
TBC1D26_CCDS42265.1_ex4_17:15641686-15641709:-_5-5	TBC1D26	297	276
UBL7_CCDS10263.1_ex9_15:74751098-74751121:-_5-5	UBL7	607	397
SLC9B1_CCDS34041.1_ex5_4:103853337-103853360:-_5-1	SLC9B1	151	523
DPYD_CCDS30777.1_ex20_1:98293668-98293691:-_5-3	DPYD	482	440
NUCKS1_CCDS30987.1_ex4_1:205696848-205696871:-_5-4	NUCKS1	201	234
TRIM32_CCDS6817.1_ex0_9:119460384-119460407:-_5-2	TRIM32	876	663
IFT57_CCDS2951.1_ex8_3:107937459-107937482:+_5-3	IFT57	120	171
DHTKD1_CCDS7087.1_ex3_10:12129560-12129583:+_5-1	DHTKD1	356	365
CCL11_CCDS11279.1_ex1_17:32614147-32614170:-_5-2	CCL11	168	176
sgELMSAN1_9	ELMSAN1_LS	347	607
MSRB1_CCDS42100.1_ex2_16:1991315-1991338:+_5-4	MSRB1	500	632
TBR1_CCDS33310.1_ex0_2:162273343-162273366:-_5-2	TBR1	1020	770
FGF9_CCDS9298.1_ex0_13:22246141-22246164:+_5-1	FGF9	176	305
SLC6A7_CCDS4305.1_ex1_5:149574359-149574382:+_5-1	SLC6A7	691	682
PAICS_CCDS47060.1_ex4_4:57314654-57314677:+_5-2	PAICS	84	412
RGS16_CCDS1348.1_ex1_1:182571111-182571134:-_5-2	RGS16	673	471
MDM4_CCDS1447.1_ex9_1:204518413-204518436:-_15-11	MDM4	283	276
NOB1_CCDS10884.1_ex7_16:69788498-69788521:+_5-5	NOB1	194	534
C22orf46_CCDS46717.1_ex1_22:42089663-42089686:-_5-4	C22orf46	173	414
BCOR_CCDS14250.1_ex11_X:39932803-39932826:-_5-2	BCOR	487	415
PABPC1L2A_CCDS35334.1_ex0_X:72298915-72298938:+_5-1	PABPC1L2A	189	471
CSTF1_CCDS13452.1_ex2_20:54972749-54972772:+_5-5	CSTF1	421	375
PRR7_CCDS4419.1_ex0_5:176882175-176882198:+_5-1	PRR7	175	387
sgMRPS22_8	MRPS22_LS	311	404
DNAJC4_CCDS41666.1_ex3_11:64000208-64000231:-_5-5	DNAJC4	369	549
MYOZ1_CCDS7330.1_ex2_10:75394360-75394383:-_5-1	MYOZ1	563	451
PPP2R2A_CCDS34867.1_ex5_8:26218492-26218515:-_5-2	PPP2R2A	208	363
BCHE_CCDS3198.1_ex2_3:165548027-165548050:+_5-1	BCHE	485	394
ATP6V1D_CCDS9780.1_ex4_14:67814136-67814159:+_5-3	ATP6V1D	8	97
SDC2_CCDS6272.1_ex1_8:97605791-97605814:+_5-1	SDC2	399	507
ARHGAP12_CCDS59214.1_ex14_10:32150362-32150385:+_5-2	ARHGAP12	534	381
RECK_CCDS6597.1_ex1_9:36052298-36052321:+_5-1	RECK	325	466
ZNF490_CCDS12272.1_ex0_19:12692445-12692468:+_5-5	ZNF490	200	239
SERPINA11_CCDS32149.1_ex3_14:94914577-94914600:-_5-2	SERPINA11	602	515
PXT1_CCDS4820.2_ex1_6:36368317-36368340:+_5-2	PXT1	271	285
KLHDC2_CCDS9693.1_ex5_14:50245125-50245148:+_5-5	KLHDC2	179	193
JAKMIP3_CCDS44494.1_ex3_10:133948579-133948602:-_5-2	JAKMIP3	232	292
sgPSMC4_8	PSMC4_LS	81	538
TPM2_CCDS6586.1_ex6_9:35685735-35685758:+_7-5	TPM2	580	763
sgPGR_2	PGR_LS	380	339
ZFYVE21_CCDS55948.1_ex2_14:104194166-104194189:-_5-2	ZFYVE21	1040	1034
PARP16_CCDS10204.1_ex5_15:65578605-65578628:+_5-5	PARP16	450	586
ZMYM1_CCDS41302.1_ex8_1:35578880-35578903:+_5-5	ZMYM1	344	249
GUCY1A3_CCDS34085.1_ex3_4:156631955-156631978:+_5-3	GUCY1A3	505	349
GJB7_CCDS5008.1_ex0_6:87994354-87994377:+_5-3	GJB7	457	442
LMO4_CCDS713.1_ex0_1:87797881-87797904:+_5-3	LMO4	257	298
SIL1_CCDS4209.1_ex7_5:138456732-138456755:+_5-4	SIL1	532	784
BLID_CCDS31693.1_ex0_11:121986493-121986516:+_5-4	BLID	622	369
KLK4_CCDS12809.1_ex2_19:51411955-51411978:+_5-1	KLK4	405	517
TRIM33_CCDS872.1_ex13_1:114970368-114970391:-_5-2	TRIM33	306	497
ALX3_CCDS819.1_ex1_1:110604089-110604112:+_5-1	ALX3	403	583
PSME1_CCDS41930.1_ex6_14:24607295-24607318:+_5-5	PSME1	207	149
SLC27A3_CCDS1053.1_ex1_1:153749076-153749099:-_5-5	SLC27A3	348	536
S1PR5_CCDS12240.1_ex0_19:10625354-10625377:+_5-2	S1PR5	580	891
ASPH_CCDS34899.1_ex1_8:62580820-62580843:-_10-5	ASPH	249	327
ACTL10_CCDS33463.1_ex0_20:32255394-32255417:+_5-1	ACTL10	284	336
TSC22D1_CCDS31966.1_ex2_13:45149332-45149355:+_11-6	TSC22D1	119	178
RPS3_CCDS58161.1_ex2_11:75112710-75112733:-_5-2	RPS3	23	582
PRSS37_CCDS34764.1_ex2_7:141537741-141537764:+_5-2	PRSS37	433	323
UXT_CCDS14284.1_ex3_X:47517004-47517027:-_5-1	UXT	103	364
TMEM229B_CCDS9783.1_ex0_14:67940330-67940353:-_5-2	TMEM229B	776	761
CYBB_CCDS14242.1_ex3_X:37651290-37651313:+_5-3	CYBB	345	399
MSTO1_CCDS1114.1_ex8_1:155582348-155582371:-_5-5	MSTO1	181	227
MBP_CCDS12011.1_ex2_18:74700836-74700859:-_13-1	MBP	819	752
AREG_CCDS3565.1_ex1_4:75312415-75312438:-_5-3	AREG	281	460
AFM_CCDS3557.1_ex4_4:74352743-74352766:+_5-2	AFM	557	396
RHOBTB2_CCDS55210.1_ex3_8:22863595-22863618:-_5-3	RHOBTB2	297	391
MRPL41_CCDS7046.1_ex0_9:140446635-140446658:+_5-2	MRPL41	360	657
RIPPLY2_CCDS34493.1_ex1_6:84563399-84563422:+_5-1	RIPPLY2	494	514
GPR126_CCDS47489.1_ex3_6:142691301-142691324:-_5-4	GPR126	603	415
BAIAP2_CCDS11775.1_ex4_17:79059467-79059490:+_5-2	BAIAP2	174	295
THAP10_CCDS10237.1_ex2_15:71184407-71184430:+_5-3	THAP10	317	214
PARD6G_CCDS12022.1_ex1_18:77960768-77960791:-_5-5	PARD6G	564	557
CYP2D6_CCDS46721.1_ex6_22:42525175-42525198:-_6-5	CYP2D6	704	534
TNS3_CCDS5506.2_ex14_7:47408579-47408602:+_5-2	TNS3	859	779
ACVR1C_CCDS2205.1_ex4_2:158400994-158401017:-_5-2	ACVR1C	478	383
ANK3_CCDS55711.1_ex15_10:61868689-61868712:+_5-1	ANK3	566	353
SCRN1_CCDS47567.1_ex3_7:29980332-29980355:+_5-1	SCRN1	310	306
STARD13_CCDS9348.1_ex9_13:33703734-33703757:-_5-3	STARD13	693	610
HDAC6_CCDS14306.1_ex9_X:48672867-48672890:-_5-3	HDAC6	548	539
MTCP1_CCDS44027.1_ex1_X:154294048-154294071:+_5-2	MTCP1	120	162
CASP8_CCDS2342.1_ex0_2:202131496-202131519:+_5-4	CASP8	582	557
LAPTM4A_CCDS1696.1_ex3_2:20237114-20237137:+_5-1	LAPTM4A	396	269
MDFI_CCDS4857.1_ex2_6:41617473-41617496:-_5-5	MDFI	258	382
RASD2_CCDS13916.1_ex0_22:35943050-35943073:+_5-3	RASD2	294	429
CCDC147_CCDS31282.1_ex6_10:106130670-106130693:+_5-4	CCDC147	334	306
REV3L_CCDS5091.2_ex19_6:111696909-111696932:-_5-3	REV3L	66	96
C7orf34_CCDS5876.2_ex0_7:142636756-142636779:-_5-1	C7orf34	373	415
PTAR1_CCDS47978.1_ex3_9:72347260-72347283:-_5-3	PTAR1	438	544
NDUFB9_CCDS6352.1_ex2_8:125559244-125559267:+_5-4	NDUFB9	73	211
CTRL00647	NON-TARGETING	245	225
SOX3_CCDS14669.1_ex0_X:139587079-139587102:-_5-5	SOX3	555	578
LOC81691_CCDS10591.1_ex7_16:20838410-20838433:-_5-3	LOC81691	692	601
FBXL5_CCDS3415.1_ex4_4:15629611-15629634:-_5-2	FBXL5	293	289
PAMR1_CCDS31460.1_ex8_11:35513641-35513664:-_5-5	PAMR1	297	252
CASKIN2_CCDS11723.1_ex9_17:73501051-73501074:+_5-3	CASKIN2	825	764
ST8SIA2_CCDS10372.1_ex3_15:92981764-92981787:-_5-5	ST8SIA2	1049	833
KCNH8_CCDS2632.1_ex7_3:19479719-19479742:-_5-4	KCNH8	492	491
MMP1_CCDS8322.1_ex8_11:102667995-102668018:+_5-3	MMP1	533	549
SPATA2_CCDS13422.1_ex0_20:48522995-48523018:+_5-2	SPATA2	538	769
LARS_CCDS34265.1_ex14_5:145523857-145523880:+_5-1	LARS	46	339
RCAN3_CCDS254.1_ex3_1:24861584-24861607:+_10-9	RCAN3	171	325
ODAM_CCDS3536.2_ex3_4:71063859-71063882:-_5-4	ODAM	657	857
SLC9A7_CCDS14269.1_ex13_X:46532005-46532028:+_5-2	SLC9A7	551	507
COPS8_CCDS2517.1_ex3_2:237998615-237998638:-_5-4	COPS8	37	180
ATL1_CCDS32077.1_ex6_14:51080015-51080038:+_5-4	ATL1	423	311
C22orf29_CCDS13769.1_ex0_22:19839274-19839297:+_5-1	C22orf29	485	640
NFKBIL1_CCDS4700.1_ex1_6:31516080-31516103:-_5-1	NFKBIL1	1038	931
SLC22A12_CCDS60835.1_ex4_11:64365972-64365995:+_5-3	SLC22A12	725	771
SIRPD_CCDS13018.1_ex2_20:1532551-1532574:-_5-4	SIRPD	446	435
FBXW10_CCDS11199.3_ex11_17:18675772-18675795:+_7-5	FBXW10	639	548
HMBOX1_CCDS6071.1_ex3_8:28866601-28866624:-_5-5	HMBOX1	422	465
ZNF665_CCDS46169.1_ex0_19:53669556-53669579:-_5-5	ZNF665	548	514
SLC4A8_CCDS44890.1_ex7_12:51853818-51853841:-_5-5	SLC4A8	407	352
MTSS1L_CCDS32476.1_ex4_16:70708338-70708361:+_5-1	MTSS1L	721	509
AJAP1_CCDS54.1_ex1_1:4772610-4772633:+_5-4	AJAP1	521	498
C5orf28_CCDS3945.1_ex1_5:43453789-43453812:+_5-4	C5orf28	192	186
CCDC94_CCDS12124.1_ex3_19:4254391-4254414:-_5-5	CCDC94	172	607
CTSA_CCDS13385.2_ex4_20:44521040-44521063:-_5-3	CTSA	452	315
FBXL16_CCDS10421.1_ex4_16:746824-746847:-_5-3	FBXL16	220	366
KDM6A_CCDS14265.1_ex15_X:44922668-44922691:+_5-2	KDM6A	468	460
ZBTB43_CCDS6867.1_ex0_9:129595117-129595140:-_5-3	ZBTB43	602	592
HOXD11_CCDS2265.1_ex0_2:176972566-176972589:+_5-4	HOXD11	448	589
RASAL2_CCDS1321.2_ex7_1:178412089-178412112:-_5-4	RASAL2	663	610
PSG6_CCDS12613.1_ex4_19:43420431-43420454:-_5-4	PSG6	12	13
TTC34_CCDS55565.1_ex5_1:2704086-2704109:+_5-5	TTC34	1140	722
IDE_CCDS53554.1_ex10_10:94239140-94239163:-_5-5	IDE	516	464
MANBAL_CCDS13293.1_ex0_20:35929781-35929804:-_4-2	MANBAL	386	375
EIF4EBP2_CCDS7303.1_ex1_10:72179703-72179726:+_5-4	EIF4EBP2	465	455
GSG1L_CCDS10631.1_ex3_16:27856272-27856295:+_6-3	GSG1L	378	515
PLA2G4F_CCDS32204.1_ex17_15:42446580-42446603:+_5-4	PLA2G4F	891	761
FAM221A_CCDS47561.1_ex2_7:23729004-23729027:-_5-3	FAM221A	687	754
OPN4_CCDS31237.1_ex5_10:88419112-88419135:-_5-5	OPN4	500	562
DHCR7_CCDS8200.1_ex5_11:71155069-71155092:+_5-5	DHCR7	373	338
YAF2_CCDS31775.1_ex0_12:42554571-42554594:-_14-1	YAF2	326	365
TASP1_CCDS13116.1_ex9_20:13567907-13567930:-_5-3	TASP1	602	532
GSC2_CCDS13757.1_ex1_22:19137343-19137366:+_5-1	GSC2	138	473
MAPRE3_CCDS1731.1_ex3_2:27248542-27248565:-_5-5	MAPRE3	445	674
BBX_CCDS2950.1_ex1_3:107435569-107435592:+_5-2	BBX	393	429
DNASE1L2_CCDS42105.1_ex1_16:2287043-2287066:+_5-2	DNASE1L2	622	831
PURG_CCDS34878.1_ex1_8:30890105-30890128:+_5-4	PURG	467	473
TCTE3_CCDS5310.1_ex2_6:170144158-170144181:-_5-1	TCTE3	467	371
ATP5F1_CCDS836.1_ex4_1:111999253-111999276:+_5-5	ATP5F1	63	250
ISYNA1_CCDS12379.1_ex5_19:18547241-18547264:-_5-3	ISYNA1	405	635
PTHLH_CCDS44853.1_ex1_12:28116633-28116656:+_5-5	PTHLH	347	361
RCBTB1_CCDS9418.1_ex5_13:50125561-50125584:-_5-1	RCBTB1	289	273
ARNT2_CCDS32307.1_ex8_15:80843583-80843606:+_5-4	ARNT2	310	337
RBM41_CCDS14526.1_ex2_X:106332024-106332047:-_5-2	RBM41	369	265
CTRL_CCDS10852.1_ex3_16:67964686-67964709:+_5-4	CTRL	589	569
TRIM3_CCDS58115.1_ex7_11:6478596-6478619:-_5-4	TRIM3	699	586
sgSCYL2_3	SCYL2_LS	323	334
TUBA1C_CCDS8782.1_ex2_12:49663731-49663754:-_5-3	TUBA1C	46	736
sgNFIX_10	NFIX_LS	212	335
SERPINB1_CCDS4477.1_ex3_6:2838190-2838213:-_5-2	SERPINB1	473	479
FRMPD1_CCDS6612.1_ex13_9:37740696-37740719:+_5-5	FRMPD1	705	743
MTFMT_CCDS45280.1_ex8_15:65321767-65321790:-_5-3	MTFMT	496	639
ARHGAP25_CCDS33214.2_ex2_2:69009375-69009398:+_5-1	ARHGAP25	363	232
LAMA1_CCDS32787.1_ex47_18:7032143-7032166:-_5-4	LAMA1	614	540
KLK6_CCDS12811.1_ex1_19:51465079-51465102:+_7-3	KLK6	362	548
WDSUB1_CCDS2208.1_ex9_2:160139236-160139259:-_5-2	WDSUB1	499	655
RPS6KC1_CCDS1513.1_ex10_1:213414394-213414417:-_5-5	RPS6KC1	359	303
CCDC23_CCDS474.1_ex1_1:43282127-43282150:-_4-4	CCDC23	615	534
NOP16_CCDS43403.1_ex3_5:175815301-175815324:-_5-4	NOP16	13	331
CYP8B1_CCDS2707.1_ex0_3:42917112-42917135:-_5-4	CYP8B1	506	594
SOCS1_CCDS10546.1_ex0_16:11348977-11349000:-_5-2	SOCS1	407	387
CLMN_CCDS9933.1_ex5_14:95675805-95675828:-_5-2	CLMN	434	374
CACNA2D4_CCDS44785.1_ex31_12:1996177-1996200:-_5-3	CACNA2D4	838	651
sgHLCS_7	HLCS_LS	664	593
DCP1B_CCDS31727.1_ex4_12:2074823-2074846:-_5-4	DCP1B	405	322
IL2_CCDS3726.1_ex3_4:123377477-123377500:-_5-4	IL2	473	438
FAM49B_CCDS6361.1_ex8_8:130883619-130883642:-_5-5	FAM49B	194	446
BCKDHA_CCDS12581.1_ex4_19:41925133-41925156:-_5-5	BCKDHA	204	352
JAZF1_CCDS5416.1_ex4_7:28220066-28220089:+_5-5	JAZF1	346	417
LSMEM2_CCDS2814.1_ex2_3:50324255-50324278:+_5-4	LSMEM2	399	585
NDUFV3_CCDS33572.1_ex1_21:44317133-44317156:-_9-3	NDUFV3	351	260
TUBA3D_CCDS33290.1_ex2_2:132237007-132237030:+_5-3	TUBA3D	385	583
PLCXD1_CCDS14103.1_ex5_Y:165911-165934:+_5-5	PLCXD1	736	519
SV2C_CCDS43331.1_ex1_5:75490740-75490763:+_5-3	SV2C	564	462
TERF2IP_CCDS32491.1_ex0_16:75682013-75682036:+_5-2	TERF2IP	653	547
PRMT7_CCDS10866.1_ex7_16:68379662-68379685:+_5-5	PRMT7	530	462
RRP9_CCDS2837.1_ex9_3:51971292-51971315:-_5-4	RRP9	9	398
PRR18_CCDS5291.1_ex0_6:166721291-166721314:-_5-4	PRR18	383	476
sgPOLQ_4	POLQ_LS	74	397
sgSETD8_1	SETD8_LS	322	494
GPR139_CCDS32398.1_ex0_16:20043613-20043636:+_5-2	GPR139	637	372
GPR126_CCDS47489.1_ex2_6:142688820-142688843:-_5-3	GPR126	470	364
AKAP7_CCDS5144.1_ex1_6:131574215-131574238:+_14-7	AKAP7	321	187
AGBL4_CCDS44137.1_ex7_1:49128851-49128874:-_5-1	AGBL4	627	468
ADAMTS13_CCDS6970.1_ex5_9:136291337-136291360:+_5-1	ADAMTS13	285	349
CCDC117_CCDS13846.1_ex0_22:29168982-29169005:+_5-3	CCDC117	748	813
C5orf51_CCDS34151.1_ex4_5:41912218-41912241:+_5-5	C5orf51	279	143
PENK_CCDS6168.1_ex0_8:57354337-57354360:-_5-3	PENK	564	419
DIAPH2_CCDS14467.1_ex5_X:96167356-96167379:+_5-3	DIAPH2	586	551
MAGEC2_CCDS14678.1_ex0_X:141291216-141291239:+_5-3	MAGEC2	386	317
SF3B14_CCDS1707.1_ex1_2:24291242-24291265:-_5-2	SF3B14	0	410
SLC26A11_CCDS11771.2_ex4_17:78201711-78201734:-_5-3	SLC26A11	452	574
TTC9_CCDS45132.1_ex0_14:71108958-71108981:-_5-1	TTC9	1042	921
FBXL3_CCDS9457.1_ex3_13:77595797-77595820:-_5-4	FBXL3	527	551
PNMAL1_CCDS33059.1_ex1_19:46974126-46974149:+_5-4	PNMAL1	507	713
sgSNAPC4_2	SNAPC4_LS	53	394
sgPRPF6_1	PRPF6_LS	14	513
DEFB125_CCDS12989.2_ex1_20:76696-76719:+_5-1	DEFB125	110	73
MPC1_CCDS5293.1_ex1_6:166779570-166779593:+_5-2	MPC1	424	216
sgSETDB2_8	SETDB2_LS	285	246
C19orf40_CCDS12426.1_ex0_19:33464190-33464213:+_5-1	C19orf40	304	582
XAGE3_CCDS14347.1_ex2_X:52895536-52895559:-_5-5	XAGE3	469	527
XPA_CCDS6729.1_ex4_9:100455998-100456021:-_5-4	XPA	382	250
GPRC6A_CCDS5112.1_ex3_6:117128197-117128220:-_5-2	GPRC6A	368	359
HYAL1_CCDS2816.1_ex0_3:50338163-50338186:+_15-1	HYAL1	355	350
ARL16_CCDS45813.1_ex2_17:79650128-79650151:-_5-3	ARL16	252	346
EFCAB7_CCDS30737.1_ex5_1:64011638-64011661:+_5-5	EFCAB7	89	172
FHIT_CCDS2894.1_ex3_3:59999792-59999815:+_5-2	FHIT	309	291
MSL1_CCDS45670.1_ex1_17:38285591-38285614:+_5-3	MSL1	64	163
GAD1_CCDS2239.1_ex2_2:171686024-171686047:-_5-3	GAD1	387	355
ASRGL1_CCDS8019.1_ex2_11:62124481-62124504:-_5-4	ASRGL1	570	466
UBE2L3_CCDS13790.1_ex2_22:21965246-21965269:+_9-6	UBE2L3	763	443
ZNF221_CCDS12633.1_ex3_19:44470054-44470077:+_5-2	ZNF221	223	215
RGS22_CCDS43758.1_ex21_8:101083705-101083728:-_5-4	RGS22	215	321
TRIM4_CCDS5678.1_ex4_7:99507190-99507213:-_5-2	TRIM4	636	482
CNOT11_CCDS2050.1_ex1_2:101874353-101874376:+_5-4	CNOT11	448	360
GEMIN6_CCDS1799.1_ex1_2:39008805-39008828:+_5-4	GEMIN6	288	485
NYAP1_CCDS5696.1_ex2_7:100086187-100086210:-_5-3	NYAP1	563	528
ZBTB39_CCDS31839.1_ex0_12:57398110-57398133:+_5-2	ZBTB39	509	544
MED22_CCDS6963.1_ex1_9:136211095-136211118:+_5-1	MED22	243	428
PRR25_CCDS45372.1_ex1_16:857493-857516:-_5-5	PRR25	543	443
SIL1_CCDS4209.1_ex7_5:138456747-138456770:+_5-5	SIL1	559	496
NRP1_CCDS31179.1_ex8_10:33559770-33559793:-_5-4	NRP1	107	139
CTRL00194	NON-TARGETING	205	205
SRD5A1_CCDS3870.1_ex0_5:6633782-6633805:+_5-1	SRD5A1	761	488
SPATA9_CCDS4076.1_ex3_5:95018237-95018260:+_5-5	SPATA9	148	216
REEP5_CCDS4109.2_ex3_5:112256851-112256874:+_5-3	REEP5	318	438
DEPDC5_CCDS43006.1_ex7_22:32179897-32179920:+_5-4	DEPDC5	268	329
PTPN12_CCDS47619.1_ex5_7:77236540-77236563:+_5-1	PTPN12	997	586
PPIP5K2_CCDS34207.1_ex9_5:102489567-102489590:+_5-5	PPIP5K2	169	166
HEATR6_CCDS11623.1_ex10_17:58137331-58137354:+_5-1	HEATR6	209	454
BAZ1B_CCDS5549.1_ex13_7:72903620-72903643:-_5-3	BAZ1B	182	353
MMP27_CCDS8319.1_ex8_11:102575294-102575317:-_5-5	MMP27	496	511
CLDN3_CCDS5559.1_ex0_7:73184090-73184113:-_5-4	CLDN3	524	592
PIGY_CCDS54778.1_ex0_4:89442801-89442824:+_4-2	PIGY	320	295
SWSAP1_CCDS12259.1_ex0_19:11485524-11485547:-_5-1	SWSAP1	283	391
PLCZ1_CCDS8680.1_ex8_12:18858129-18858152:+_5-2	PLCZ1	376	193
GLRA1_CCDS4320.1_ex3_5:151234719-151234742:+_5-1	GLRA1	212	253
sgPPP2R5C_3	PPP2R5C_LS	803	417
sgPOLR2A_9	POLR2A_LS	9	404
SNRNP27_CCDS33219.1_ex1_2:70122330-70122353:+_5-3	SNRNP27	0	2
sgMSH2_9	MSH2_LS	423	425
POLL_CCDS7513.1_ex6_10:103345839-103345862:+_5-3	POLL	440	379
sgDBF4_10	DBF4_LS	117	198
SYNJ1_CCDS33539.2_ex27_21:34067432-34067455:-_5-5	SYNJ1	651	475
HAPLN1_CCDS4061.1_ex2_5:82948426-82948449:-_5-3	HAPLN1	115	116
MGEA5_CCDS44471.1_ex8_10:103563593-103563616:+_5-2	MGEA5	328	300
IP6K1_CCDS33760.1_ex0_3:49765031-49765054:-_5-3	IP6K1	455	570
RBMXL2_CCDS7777.1_ex0_11:7110719-7110742:-_5-4	RBMXL2	858	702
PSMB5_CCDS45083.1_ex0_14:23495558-23495581:-_10-3	PSMB5	20	419
CLIC6_CCDS13638.1_ex0_21:36042125-36042148:+_5-1	CLIC6	643	696
ATP5SL_CCDS33032.1_ex2_19:41939486-41939509:-_5-1	ATP5SL	665	571
CTRL00038	NON-TARGETING	487	422
TTL_CCDS2096.1_ex0_2:113240022-113240045:+_5-1	TTL	743	539
GGA1_CCDS13951.1_ex1_22:38010225-38010248:+_11-1	GGA1	594	421
SOX14_CCDS3094.1_ex0_3:137483757-137483780:+_5-2	SOX14	702	709
NICN1_CCDS2798.1_ex4_3:49463740-49463763:+_5-2	NICN1	480	473
ROPN1B_CCDS33841.1_ex1_3:125694458-125694481:+_5-4	ROPN1B	390	481
sgPRKACA_7	PRKACA_LS	362	320
PSMB8_CCDS4756.1_ex4_6:32810805-32810828:-_5-4	PSMB8	241	292
SLC35E4_CCDS13882.1_ex0_22:31032838-31032861:-_5-3	SLC35E4	861	696
MGAT4A_CCDS2036.1_ex10_2:99274704-99274727:-_5-4	MGAT4A	119	64
CFL2_CCDS58311.1_ex2_14:35182588-35182611:-_5-5	CFL2	698	585
DCUN1D3_CCDS10592.1_ex1_16:20873710-20873733:+_5-5	DCUN1D3	473	443
sgUIMC1_7	UIMC1_LS	371	404
TRPC6_CCDS8311.1_ex11_11:101375471-101375494:-_5-3	TRPC6	654	549
MEPCE_CCDS55136.1_ex0_7:100029237-100029260:-_10-8	MEPCE	310	637
IL23R_CCDS637.1_ex7_1:67705848-67705871:+_5-5	IL23R	77	87
